,ar-0,ar-1,ar-2,ar-3,pr-0,pr-1,pr-2,pr-3,class-0-latency,class-1-bw,class-2-bw
1875,1,55,20,20,92,94,80,95,1.6759339999999998,6960.806846250005,2739.50338275
1876,28,16,14,17,99,95,91,92,1.585311,7442.826032500001,2414.0894392500004
1877,17,15,17,1,98,84,91,76,1.607243,7103.737592500001,3975.362778249999
1878,13,12,16,16,88,92,98,96,1.6021679999999998,7347.742321250002,2580.53422025
1879,17,28,30,15,55,86,96,76,1.581023,6608.085634749994,3451.012376749998
1880,6,37,14,33,84,98,54,85,1.601061,6711.7667180000035,1959.2797777500004
1882,16,32,20,29,52,96,64,96,1.588913,6396.759748749999,2634.3917854999986
1883,20,17,6,6,98,97,32,69,1.601222,8170.397277499989,2283.357383000001
1884,2,25,26,31,28,80,79,78,1.613311,5860.03422875,2989.807128999999
1885,30,25,17,27,100,93,71,98,1.576753,6685.813664249999,2430.8979522500017
1886,19,17,9,14,99,97,44,60,1.5892689999999998,8158.977032750003,1872.6623062499998
1887,19,0,15,18,99,96,99,89,1.5843180000000001,7617.512941749988,2240.5326357500016
1888,16,20,21,8,100,94,95,55,1.61508,7625.046969250008,2925.754786249999
1889,17,19,28,0,89,56,91,16,1.613203,5315.415861000001,5476.146935500002
1890,15,1,16,16,92,81,97,100,1.582617,6892.07911475,3093.971012999999
1891,27,11,21,6,86,21,98,76,1.605241,2505.085467750001,6188.250779249999
1892,8,19,7,33,94,65,96,95,1.588631,5668.1537610000005,2990.006209499999
1893,25,19,28,2,81,80,92,84,1.6045639999999999,6800.4262447500105,4276.868102999998
1894,10,4,8,30,86,14,86,85,1.6210019999999998,2002.917527250001,5451.291801999998
1895,31,21,6,24,98,70,62,96,1.596585,5717.632769749997,3414.776325750001
1896,22,4,17,7,91,73,74,52,1.592646,6399.030685,4210.114477250005
1898,21,17,8,3,96,96,46,57,1.6008179999999999,8086.075781249993,2786.939145249999
1899,0,14,11,24,80,49,40,95,1.610504,4624.223711249999,3693.04657
1900,30,11,22,26,100,74,82,88,1.591661,5926.728251250004,3129.6563169999986
1901,17,3,0,28,81,92,19,97,1.608809,7587.383986250002,982.7947622499994
1902,25,32,2,35,80,99,43,96,1.603971,7472.6188202500025,831.2404155
1903,11,10,8,32,63,79,45,37,1.586438,6693.704127500006,1974.3537900000006
1904,13,18,34,27,99,62,78,65,1.5910630000000001,5371.810197500004,3664.8738385
1905,15,32,8,19,63,98,77,73,1.591167,8014.371394999999,1625.2100464999999
1906,10,12,16,24,90,59,93,98,1.592315,5303.413868750009,3905.5812357499985
1907,17,21,15,1,92,80,100,20,1.608344,6803.067923000003,4272.263050500002
1908,5,11,19,22,42,66,99,99,1.580619,5782.107114500001,3601.0825612500003
1909,23,3,19,10,85,96,83,63,1.602118,7375.509737999994,2897.7406029999993
1910,2,18,18,18,48,92,95,98,1.5949200000000001,7353.405953,2526.8602379999998
1911,11,9,18,10,73,26,83,31,1.595986,3003.3099635000012,6143.652202499998
1912,19,14,0,19,79,61,46,71,1.583158,5493.155716249999,3597.2607137499986
1913,4,14,26,18,43,97,100,74,1.584765,6682.9073437499965,3188.101052250001
1914,32,1,18,24,80,13,75,95,1.635039,2114.36628925,5326.526165000003
1915,14,21,20,25,51,86,65,91,1.576784,6613.171099250005,2716.237307250002
1916,5,17,19,11,42,78,96,59,1.591853,6558.545828249995,3725.483420749998
1917,17,14,12,22,82,74,45,92,1.588482,5969.017744249998,3112.85138125
1918,13,30,39,15,45,81,100,81,1.573032,6123.960019499998,3900.1524442499995
1919,33,15,36,5,63,74,56,21,1.591962,6540.51184525,4090.6274315
1920,21,9,21,0,92,73,91,54,1.604679,6473.8488185,4663.44475775
1921,19,14,12,2,94,84,82,65,1.604574,6997.576953499996,4008.3396419999995
1922,13,7,21,30,49,70,70,100,1.5714739999999998,5966.402291000004,2951.381206
1923,28,5,15,23,96,63,36,87,1.5848010000000001,5532.683133750001,3265.968559999999
1924,4,9,15,52,24,61,60,97,1.600974,5284.802914250004,2199.734449500001
1925,13,22,25,18,59,88,76,74,1.5903800000000001,6682.463881500003,3166.229725250002
1926,23,24,15,27,99,78,72,81,1.578093,6691.880226749999,2475.8291262500006
1927,15,43,25,7,93,79,91,80,1.593216,6758.364442500002,3885.500433499999
1928,20,16,4,19,87,80,45,67,1.5904289999999999,6585.240363250002,2897.527218999999
1929,15,22,20,6,95,92,86,93,1.5936469999999998,7858.240602750011,2991.223337499999
1930,4,16,17,18,56,100,81,68,1.588684,7378.443481249999,2475.565672250001
1931,8,30,33,6,28,88,94,57,1.599893,7126.2931815,3672.407865000002
1932,6,2,23,46,68,67,85,100,1.580976,5255.436894750003,2696.1505389999993
1933,29,33,8,19,73,92,22,98,1.592234,7588.385345000001,1645.4148294999998
1934,9,18,14,16,88,86,80,78,1.595086,6890.093088249992,3035.3331554999977
1935,13,25,49,10,55,61,96,95,1.5890170000000001,5546.473261750007,4684.665203000001
1936,7,31,25,14,88,89,96,79,1.5888740000000001,7110.472915249999,3152.434823500001
1937,9,48,16,8,26,95,63,38,1.60174,8015.145065249999,2599.3573667499977
1938,17,13,23,27,62,87,72,82,1.591397,5813.184975750005,3154.4733032499985
1939,38,7,26,3,98,95,98,31,1.617283,7448.704240500002,3418.446779499999
1940,23,22,34,15,86,90,96,93,1.5796649999999999,6448.179484249996,3570.0798052500013
1941,26,30,1,7,77,83,90,56,1.593909,7082.3383305000025,3599.3087312500033
1942,9,22,7,23,59,94,55,82,1.603542,7452.782392000001,1756.8707474999994
1943,5,36,22,32,79,88,90,87,1.592237,6240.130663249999,2649.86157325
1944,27,11,27,29,55,75,98,99,1.5866449999999999,5848.300460499997,3088.2608872500005
1945,25,12,18,18,100,59,95,94,1.57939,5411.75365425,4180.099964000003
1946,3,24,12,20,54,97,63,80,1.5984859999999999,7565.811873000003,2057.9242717499988
1947,20,22,23,2,92,96,96,9,1.626577,7486.295700499997,3411.7388742499998
1948,20,27,19,26,57,94,100,79,1.589699,6491.557359750007,2673.2099057500013
1949,53,3,5,13,86,77,43,61,1.571982,6622.104645750005,3257.4701324999996
1950,1,12,21,15,55,67,100,97,1.597753,5901.558397999999,4002.5961377500016
1951,21,24,1,35,94,97,64,99,1.6063649999999998,7262.926102749997,958.8897212499994
1952,39,2,19,9,85,24,99,63,1.604143,2768.6846272499965,6189.670563749996
1953,25,1,20,49,53,11,85,98,1.638036,1793.0388417499992,5244.516133500001
1954,24,14,28,5,79,44,100,32,1.6114959999999998,4506.323336,5569.896699749998
1955,23,5,41,17,77,62,89,68,1.578695,5602.03075475,4119.762181499998
1956,10,31,24,32,39,98,98,100,1.578068,6071.645025000003,2791.198491999998
1957,28,8,5,27,98,63,59,98,1.596207,5518.484114750004,3461.6613397499996
1958,17,17,19,21,95,64,85,76,1.592832,5499.308110500006,3880.6557665000005
1959,23,7,30,9,75,20,77,90,1.6263809999999999,2529.6449645,5313.539505250006
1960,14,14,16,21,78,91,86,99,1.587618,7056.401966999999,2502.156495999999
1961,37,5,8,36,86,15,65,98,1.616362,2213.047744750001,5234.237908000001
1962,15,8,22,4,94,92,91,49,1.615613,7585.161926750008,3263.2601257500014
1963,6,34,10,1,96,98,83,53,1.6178059999999999,8236.832616750007,2866.4004832500013
1964,20,17,39,13,86,25,29,97,1.6029339999999999,3161.213397999999,3188.6351095000014
1965,32,20,19,14,95,56,50,67,1.5804019999999999,5261.623858500003,4134.432077250001
1966,19,23,21,24,65,68,89,95,1.582992,5870.258807499999,3433.0296497500008
1967,15,15,34,27,59,97,98,79,1.584915,5578.0756495000005,3565.6142247499997
1968,38,3,0,28,86,94,88,50,1.604056,7813.4596329999995,949.9788277500006
1969,8,36,24,14,62,99,70,75,1.608525,6905.885934000004,3136.347531999997
1970,7,5,21,37,60,31,50,71,1.601328,3688.436745250002,4240.454434
1971,7,25,17,0,71,97,98,73,1.61392,8155.425786749999,3071.2294577500006
1972,2,23,59,11,74,95,95,24,1.646173,5211.607216,4938.7896065
1973,20,18,20,21,94,87,100,96,1.572593,6950.943470999994,2720.5622179999987
1974,22,18,18,1,95,87,100,57,1.61861,7333.998680249995,3737.546206000001
1975,5,32,30,16,43,82,93,55,1.591885,6607.580183500009,3416.222334249999
1977,18,21,12,22,96,89,94,94,1.581257,7354.305980749994,2105.8666722499997
1978,10,4,38,8,76,12,100,70,1.6114549999999999,1688.5542877499988,6199.749711749994
1979,20,38,28,5,93,80,77,82,1.594654,6727.612017499996,4085.454939749999
1980,48,2,33,3,99,73,71,28,1.5954220000000001,6489.071848500003,4390.219451000004
1981,5,50,20,6,96,91,63,64,1.6118679999999999,7577.85558675001,3179.1913509999977
1982,7,23,23,31,70,93,73,100,1.581389,6072.744130999999,2789.85977275
1983,9,8,48,22,40,73,95,84,1.597621,5046.674014250002,4313.318730000003
1984,6,6,2,38,24,68,94,99,1.587237,5884.625911250003,2414.2789837500004
1985,14,12,8,14,94,59,81,85,1.584444,5453.649760750003,4477.152824500002
1986,20,18,9,9,97,76,41,74,1.58357,6323.516368000009,3459.7051142500004
1987,14,9,28,16,83,52,98,88,1.593783,5037.249324750001,4580.690860250001
1988,23,21,2,11,99,100,71,85,1.596957,8234.475851000005,1996.7210302499998
1989,22,37,3,7,82,92,39,61,1.5951,7427.9654027500055,2778.5062777499998
1990,17,5,9,23,70,60,49,93,1.574509,5486.5264895,3568.640946
1991,6,10,17,18,78,64,94,97,1.5867740000000001,5610.133405500002,4029.812811749999
1992,27,29,13,4,81,92,94,41,1.621155,7442.1834925,3365.4308300000007
1993,23,26,11,33,45,74,51,60,1.577808,6437.789200249999,2261.472940999999
1994,2,16,20,23,33,72,96,100,1.600397,6237.8072737500015,3174.945116250001
1995,9,4,21,18,52,64,100,96,1.573364,5788.104532000002,3869.740962250002
1996,6,20,22,6,97,93,94,69,1.608394,7768.177985500002,2986.021040499999
1997,24,15,17,25,100,49,79,97,1.5864829999999999,4747.371672499997,4294.140338250001
1998,2,24,20,7,47,89,82,92,1.6226509999999998,7479.170563500003,3200.4284885
1999,14,1,16,30,79,86,99,99,1.570139,6666.765213750007,2267.6157962500015
