,pid,class-0-latency,class-1-latency,class-2-latency,class-3-latency,pr-0,pr-1,pr-2,pr-3,ar-0,ar-1,ar-2,ar-3,class-0-bw,class-1-bw,class-2-bw,class-3-bw
711,65079-1642699348,1.6128719999999999,10.449128,3.132083,7.622071,66,28,65,33,30,12,26,0,505.38778300000007,3637.4759685000013,4654.737710000001,3195.621967000002
713,95948-1642703517,1.586298,4.605054,12.396327,8.143646,99,85,83,99,33,20,6,32,505.75017800000006,7103.290557499991,1515.3634547500008,3132.3122995000003
715,114283-1642705984,1.619621,4.110686,8.78745,10.998166,57,92,81,98,0,19,14,20,505.6476590000001,7046.555282749998,2504.42743275,2258.374689499998
716,31436-1642694834,1.580749,6.576803,4.900643,10.536543,65,56,83,72,24,20,30,14,505.77998100000013,5293.799640750005,4500.6680475,1960.8664507500007
717,99966-1642704054,1.630499,5.993526,12.761582,5.094875,47,60,11,53,3,26,10,46,505.47480525000014,5607.174633749995,1669.917105749999,4350.188968999999
718,76719-1642700884,1.578511,6.208807,5.759162,10.014944,65,62,81,79,9,9,40,20,505.72872125,5455.778837500004,3971.1034309999995,2441.64943625
719,18965-1642708464,1.607001,4.913654,6.811071,11.399468,47,74,75,78,0,18,18,16,505.6357377499999,6097.959282249998,3689.4822117499994,2017.8258432499993
720,18020-1642693064,1.5807820000000001,4.33717,10.239068,9.938392,84,86,80,92,11,20,0,23,505.83839400000005,7385.785581250007,1965.7933704999994,2475.075723750001
722,53911-1642697857,1.598361,9.150414,5.613503,6.324789,69,40,67,99,19,11,8,36,505.59163,4225.493665000001,3879.2860485000006,3603.4536367499995
725,20694-1642693370,1.586514,4.699137,7.769597,10.641426,75,82,95,93,9,16,21,20,505.76329125,6429.092884250003,3155.8215597500007,2277.235985499999
726,22131-1642708892,1.583606,9.385188,7.189918,5.095056,85,37,33,95,42,8,14,34,505.78832675000007,3998.2497694999993,3303.816317500001,4482.898711000003
728,58390-1642698458,1.598897,5.848616,5.136249,15.171222,93,66,84,27,23,30,29,5,505.6965340000002,5885.1850030000005,4751.2018689999995,960.5121620000008
729,109357-1642705312,1.6124990000000001,8.883632,3.649673,9.687334,92,40,89,99,21,0,27,15,505.3830145,4145.963192749999,5128.735303999999,2358.798980499999
730,51672-1642697533,1.6006049999999998,4.490094,8.378907,11.986602,49,85,85,56,1,22,19,16,505.78951825000007,7013.632060750001,2967.7987092499993,1863.7442589999998
731,6187-1642706732,1.579926,4.29904,9.474825,10.748981,94,86,46,99,19,21,7,18,505.88727075000014,7118.2441694999925,2530.112267,2192.3470480000005
733,12642-1642707651,1.589274,9.802386,4.518018,7.039755,46,37,90,99,10,10,26,27,505.47838199999995,4026.683570499994,4676.502942000001,3032.6998242500013
734,98633-1642703883,1.5846740000000001,7.210368,6.506664,7.301985,99,86,98,94,7,4,39,34,505.85508325000023,4947.773218749997,3650.3517632499993,3319.0548407499996
735,29230-1642694567,1.580071,4.77047,8.277372,11.530198,100,79,48,63,22,19,17,15,505.84316275000003,6664.677858749995,3214.905261,2014.9326312499995
740,91019-1642702844,1.583106,5.729179,5.502775,12.01132,88,65,98,48,10,8,33,12,505.80143900000013,5854.185821999998,4199.180599999999,1705.1744462499996
741,53903-1642697832,1.642535,16.221689,4.254714,4.045928,46,12,97,94,16,6,19,55,505.4223540000001,1890.9764322499975,4971.62580475,4556.037187999999
742,24738-1642693940,1.597633,7.00063,4.377056,10.485247,91,54,66,87,25,15,29,11,505.51414449999993,5213.530062500003,4658.513069499999,1856.8563462499997
743,65093-1642699374,1.581491,5.23438,9.921822,7.336473,99,69,29,88,32,17,10,30,505.77163700000006,5764.276982250006,2554.317713750001,3513.2622717500008
744,69108-1642699884,1.604012,11.59192,4.682099,5.603738,80,28,79,99,15,8,29,42,505.7787902499999,3328.4556844999975,4584.5711235,3782.030343250002
746,60161-1642698697,1.573782,4.353255,9.036106,11.275874,94,95,94,93,26,24,18,18,505.89680675000005,7232.984305499996,2603.7800317500005,2035.6929310000003
747,40402-1642696044,1.608162,4.165242,7.622434,22.281012,89,91,92,77,17,21,21,3,505.57374925000005,7679.442165249999,3267.281054499999,633.0382824999999
748,65086-1642699360,1.615556,3.912033,8.993333,32.643581,97,100,66,34,26,21,11,0,505.4187765000001,8329.256770249996,2816.720008000001,291.2485612499998
749,24809-1642709253,1.586102,4.031879,10.836433,10.736388999999999,95,91,35,87,28,27,9,18,505.8419705,7628.760335999995,1985.9910009999994,2182.207107500001
750,29678-1642694595,1.604225,4.332257,7.508471,17.153036,81,98,96,42,18,3,26,7,505.59520625000016,7437.60228275001,3264.995812500001,988.5609162500006
751,18073-1642708357,1.607774,7.050053,3.562272,12.646824,99,55,100,94,39,1,20,1,505.5785175,5374.556779749995,4983.941316750005,1093.9049707499994
752,80279-1642701370,1.598039,7.160477,4.28989,10.250715,98,54,81,83,43,28,15,9,505.62262575000005,5226.336717000004,4897.156954249995,1529.2358382499995
754,44868-1642696615,1.618604,5.484255,8.743151,7.784026,45,97,85,92,5,34,23,33,505.72037650000004,5902.515649750002,2811.810968500001,3171.2055207499993
756,90131-1642702684,1.597943,8.784958,2.929399,10.944543,86,43,93,98,17,8,20,4,505.66315624999993,4495.623110999997,5514.041186250001,1544.0654755000003
757,21191-1642708764,1.583866,4.380883,8.387447,13.342792,91,99,96,64,17,22,22,13,505.77282924999986,7325.706478749998,2946.6259502499975,1580.5399407499995
760,33275-1642710382,1.581366,6.866728,6.461638,7.9901979999999995,43,55,59,78,5,22,2,28,505.8157445,5139.26625625,3669.6147927499997,3060.3206149999996
761,82529-1642701666,1.5897540000000001,5.767561,6.957594,9.694145,73,77,95,100,19,13,32,24,505.73587449999997,5838.270188250003,3447.5398084999997,2602.080107000003
762,52129-1642697577,1.610011,9.628047,2.85404,10.313332,76,38,97,44,21,10,27,4,505.6679249999999,4062.364099999998,5621.960162250002,1819.792987499999
764,8439-1642707099,1.583889,5.098819,8.517473,9.221413,75,85,72,77,28,12,22,26,505.7048800000001,6252.639292500003,2909.359933499998,2705.1258107500003
765,33662-1642695134,1.604921,3.860712,9.266325,15.804092,66,99,98,88,13,24,15,9,505.63454525000014,7980.099915500002,2446.205615750001,1243.5090557499998
766,17171-1642708258,1.5972140000000001,5.52264,5.137508,16.061249,98,69,81,68,21,16,10,3,505.63216225,6161.200999749994,4677.993059499999,749.0289212499999
767,89519-1642702622,1.593221,6.114597,7.467612,8.274466,95,94,99,98,12,18,31,30,505.75494775000016,5629.193785250001,3292.7000514999995,3000.6039159999987
771,69562-1642699961,1.582284,4.248186,9.769633,11.409842,81,87,66,97,14,15,9,19,505.82051275000015,7467.249632750011,2291.810512250001,2095.899582000001
773,104890-1642704712,1.576981,6.177083,8.661891,7.114059,63,81,63,82,12,0,26,35,505.7156082499999,5609.130862249996,2978.5966859999994,3298.7916475
775,24816-1642709289,1.598856,4.28924,7.285071,12.982247,72,91,98,88,26,36,24,12,505.68938225000005,7194.933890499996,3095.3609945,1498.421430749998
776,50268-1642697335,1.6121240000000001,5.862143,7.816185,7.76744,64,71,96,96,0,10,26,31,505.5308345000001,5734.729765999997,3104.679584500001,3088.8962767500016
777,20744-1642708690,1.600174,5.072954,6.309346,19.499987,51,81,81,25,9,34,37,5,505.6583885000001,6837.36800850001,3974.3542675000012,832.3657505000003
778,102214-1642704350,1.676474,4.440363,8.488508,10.392915,84,86,51,54,0,51,20,19,505.2435404999999,6495.620012500001,2960.6366157500006,2379.3029789999987
779,88795-1642702549,1.602008,4.096362,13.765217,8.474178,93,97,23,73,23,29,5,26,505.6965352500001,7556.813955500004,1244.7369085000003,2864.2344475
781,34628-1642710583,1.5989749999999998,3.980412,11.637967,11.83323,73,98,60,85,6,26,8,18,505.72276075,8103.834395749993,1608.5076320000003,2030.0078402500005
783,43104-1642696373,1.570813,6.127454,6.317483,9.504586,97,60,83,100,22,12,12,22,505.8574680000001,5580.241679999999,3815.4816637500007,2539.6955002499994
784,102207-1642704335,1.594853,8.002709,5.666018,7.222455,97,48,80,93,15,6,26,30,505.4330817500001,4784.311055749997,3819.816111750002,3191.900252249998
786,26578-1642709473,1.596215,5.126544,5.568965,25.818876,95,75,100,72,37,24,36,1,505.70368775000003,6603.665351499998,4531.053304249999,442.62886149999963
787,10827-1642707399,1.645296,11.150089,3.668979,6.308371,71,29,60,61,0,9,56,8,505.411625,3428.6534787499995,4793.264867,3417.5598612500007
789,17619-1642708293,1.58444,6.183177,6.169966,9.392424,96,60,83,91,19,14,20,22,505.73110600000007,5402.985811500005,3991.2128422499995,2506.6041965
790,53463-1642697804,1.571374,5.097759,7.827255,9.6931,58,73,73,94,25,24,21,24,505.78713450000004,6162.983177000003,3157.900572000002,2599.7269172499987
791,6628-1642706801,1.5957629999999998,4.702221,12.658938,7.341537,76,95,53,96,10,21,6,35,505.6393137500001,7192.696331999997,1304.8100475,3213.9050960000022
792,31499-1642710151,1.599089,4.751443,6.209914,11.122741,95,73,86,95,25,4,11,17,505.69057375,5940.953493499997,3768.279552250002,2091.964484249999
793,38154-1642695753,1.587505,4.245083,8.631936,14.361573,92,91,93,89,12,16,19,11,505.7573317500002,7657.433749750009,2744.938135000001,1371.5791694999991
794,105338-1642704784,1.5881720000000001,6.865292,4.585972,10.396314,91,55,54,59,27,10,14,3,505.73348925,5206.319093250001,4455.989599499998,1984.885931250002
795,40409-1642696054,1.577534,4.420156,9.111495,11.417439,78,87,97,89,15,17,17,18,505.82885699999997,7174.470422499994,2617.13385575,2057.0361607499995
796,87887-1642702383,1.580493,4.997877,13.080719,7.213002,61,94,77,70,20,10,9,36,505.82528125000005,7037.528753499997,1430.5531967500006,3308.813571250002
797,88802-1642702557,1.594438,3.94215,9.433613,11.589055,86,94,50,90,21,10,8,17,505.8693885,7436.037064749999,2259.9875940000024,2062.4160769999994
798,13534-1642707759,1.603529,3.791298,17.282705,8.741362,88,97,6,56,18,28,1,11,505.65123525,7967.965601500004,930.5799000000002,2733.5035812499996
799,35967-1642710746,1.58329,4.352962,10.443693,10.526114,37,89,75,80,7,9,11,21,505.81931925000015,7482.229472249991,2062.4744895000003,2264.5819204999993
800,40859-1642696074,1.591189,10.198386,4.8119250000000005,6.285931,90,34,71,95,34,1,17,35,505.69772625000013,3762.441872749996,4343.367813749998,3594.701291749998
802,15863-1642708090,1.594625,4.129694,9.53476,11.496659,70,98,68,93,10,35,14,19,505.7096487500001,7545.9110712500005,2196.2261207499996,2090.698482749999
803,18972-1642708501,1.580593,5.267563,10.078575,7.757772,81,94,71,74,6,29,18,33,505.65242725,6435.943843499999,2322.922944249998,3147.296905249999
804,104443-1642704651,1.607718,11.541546,3.238242,6.845832,96,29,93,99,23,4,14,24,505.7072637499999,3340.5637727500016,4958.0049517499965,3256.665468000003
805,60615-1642698756,1.582569,5.377404,7.863303,9.488866,56,69,88,87,5,15,22,26,505.76448400000015,6058.374644999996,3137.223720500001,2701.1656764999993
806,27425-1642694275,1.5843289999999999,4.43807,9.373864,12.275545,55,87,96,87,8,13,15,15,505.9623707500003,7438.087463749998,2670.9413537499995,1725.9705069999984
807,51688-1642697564,1.594262,7.709409,10.380546,3.979476,75,51,71,91,9,0,3,60,505.6059349999998,5009.288788999994,1895.4277034999996,4668.2715425000015
809,12197-1642707609,1.582561,6.470522,5.137985,10.105694,38,56,92,66,9,12,13,17,505.6071279999999,5163.486005499995,4402.365684250002,2235.0311284999984
810,69115-1642699890,1.59026,9.029127,4.248951,7.344576,95,41,56,77,47,0,20,4,505.7656762500002,4345.877171249998,4496.877194499999,2955.08623
812,74913-1642700665,1.5779290000000001,5.29798,7.38068,10.189122,88,100,85,69,35,10,30,21,505.74302675000007,6121.304035499998,3461.7197532500004,2332.903147749999
813,107556-1642705061,1.595036,4.463108,7.643784,16.875402,79,100,100,65,17,5,27,8,505.65481125000014,7352.533338250005,3272.894618999999,1104.2571062499994
814,20239-1642693353,1.6042459999999998,3.635192,12.927022000000001,10.098343,87,100,15,98,18,24,2,5,505.7573310000002,8254.972694249998,1678.9782035000012,1697.9765887500007
815,85223-1642702079,1.658658,5.324983,9.384647,8.106398,98,94,77,72,0,41,20,31,505.5105685000002,6416.738033250003,2516.5319452499994,3003.3087742500015
816,45337-1642696722,1.579619,4.434264,10.973846,9.162287,75,86,37,85,39,12,11,26,505.8395862500002,7062.935831000003,1961.4219674999995,2800.89616975
819,91916-1642702971,1.587555,5.639183,5.64439,11.615821,91,64,71,72,20,17,5,14,505.74183375,5650.545356000004,4255.235193249998,1893.0006004999982
820,41797-1642711556,1.590479,4.615671,11.641714,8.135936,80,94,91,85,13,29,10,32,505.6822297499998,6919.918062000004,1708.85562975,3137.432336750001
821,81620-1642701577,1.591911,6.218755,4.853105,11.357857,85,60,97,44,22,14,24,10,505.64289024999994,5603.976250249994,4605.972767000001,1511.9183062500001
822,73562-1642700470,1.725951,12.58431,6.775099,3.059188,13,26,97,97,0,7,11,71,504.73690049999993,3076.390028499999,3143.6443322500004,5198.118687249999
823,71347-1642700185,1.605334,11.102568,2.843031,9.654025,98,32,92,90,25,8,23,0,505.5510992499999,3549.5948822500013,6187.313793749998,1698.4236230000008
824,59270-1642698548,1.592172,4.270889,9.973533,9.071367,98,85,52,90,20,22,5,27,505.67626975000013,7121.666667749997,1866.7948252500005,2766.43037825
825,78048-1642701069,1.582924,4.9749479999999995,6.9735759999999996,11.170341,82,74,67,62,26,21,7,18,505.73706575000017,6005.303856499998,3569.7269440000014,2250.2899185
826,20701-1642693373,1.585899,4.285883,9.206542,10.277557,91,86,59,99,18,14,9,22,505.9087275000001,7229.043244249999,2221.5199470000016,2381.36053175
827,42239-1642711609,1.5865369999999999,8.821929,4.920773,7.196295,99,42,100,99,18,11,30,28,505.79667099999995,4365.431070499997,4397.416115249997,3072.354792499998
828,4847-1642706584,1.6151360000000001,5.487117,9.670441,7.350532,99,97,86,79,2,31,20,34,505.7394499999999,6217.191218250008,2554.3141374999987,3142.1208384999977
830,18002-1642693057,1.603468,4.096213,8.304523,22.427576,58,94,72,69,14,31,18,4,505.58566999999994,7874.157425250001,2975.924014749998,716.1533839999998
831,22514-1642693652,1.6092279999999999,11.264448,4.433726,6.003755,33,29,96,54,28,15,17,37,505.5296420000001,3486.2709045,4473.466873749999,3694.151639250001
832,81179-1642701486,1.607777,10.889424,3.130559,6.233261,93,32,73,91,21,3,6,20,505.4771892500001,3703.4654652499994,4683.936834499999,3242.5785042499992
833,21656-1642708866,1.600457,5.324022,5.501133,19.881861,92,73,88,43,24,3,28,3,505.65481200000005,6415.687802000009,4482.518433999999,690.6878949999998
834,26977-1642694254,1.588337,5.045238,6.155942,14.713357,76,74,89,38,21,22,24,8,505.6476585,6275.706290750005,4199.69677875,1181.35094575
835,24752-1642693960,1.604954,7.83336,3.514301,10.780362,100,48,96,98,34,8,31,7,505.6953427500001,4842.168092,5197.279451500005,1538.341045
836,34185-1642710542,1.603697,4.103655,8.942786,27.730476,89,98,98,46,11,19,20,3,505.53560250000015,8217.548129000004,2785.7136732499985,560.6031415000002
837,8895-1642707186,1.585329,4.121051,9.188699,12.329258,90,89,75,88,14,15,9,17,505.77044474999997,7285.040615499997,2570.62673475,1942.3449050000002
838,107565-1642705082,1.578962,5.8846229999999995,5.537964,11.150266,85,62,96,95,19,14,29,14,505.77402150000006,5587.760209250003,4361.910819999999,1827.4104619999985
839,108915-1642705240,1.6141860000000001,10.88124,2.887157,7.619262,100,32,86,97,31,8,32,13,505.626201,3609.513043750002,5149.160623750005,2768.6822409999995
840,10217-1642707313,1.608747,6.399439,4.399827,12.406034,77,58,76,27,20,16,22,8,505.54752225,5448.0445372500035,4745.882749249999,1453.4389994999997
841,22507-1642693650,1.5983649999999998,11.757645,2.81448,9.366147,95,31,92,63,31,4,21,7,505.63454599999994,3397.904633750001,6131.383180249998,1992.1040532499987
842,79390-1642701275,1.603982,4.877394,5.711989,22.329313,98,77,69,78,33,32,19,1,505.56302125000013,6727.428437500004,4314.179420499998,551.7268179999999
843,37900-1642711035,1.580127,4.204658,9.176684999999999,11.989393,73,86,47,57,16,19,1,15,505.8252804999999,7127.419707749997,2779.483795499997,1929.3034065000002
844,82087-1642701653,1.575234,5.927441,5.559602,11.278537,90,63,93,73,20,12,21,14,505.71918525,5759.012697999998,4181.689023999998,1897.6557254999993
845,4840-1642706559,1.587226,6.275476,5.606184,10.243382,79,58,95,72,9,6,24,18,505.70368725000026,5279.146431500005,4312.8526225,2237.349749250001
846,1147-1642706105,1.620914,4.011049,7.594501,19.054939,100,95,76,39,37,32,26,3,505.28049475,7556.2572480000035,3366.8208125000024,610.2716925000004
847,43996-1642711850,1.5917810000000001,6.854092,4.365582,11.689272,100,57,80,77,24,8,21,7,505.57017300000007,5437.568427999999,4866.012334250002,1354.9053675
851,101738-1642704299,1.613214,4.453577,6.214059,23.482552,90,83,96,38,17,14,21,0,505.42116225,7090.870141249998,4174.271820500001,280.48276925000016
852,15344-1642707993,1.5984180000000001,4.079857,8.847095,12.086856,98,91,34,46,26,23,2,5,505.6858062499999,7488.5368345,2813.692091750002,1395.9240907500018
853,22528-1642693663,1.599602,4.039053,8.876472,27.433046,100,96,97,83,16,15,15,3,505.64885125000006,8152.456282999998,2852.804660499999,567.1262732499999
854,91923-1642702980,1.605162,3.7714749999999997,10.206934,14.971728,96,100,54,98,5,25,8,10,505.5594440000001,8215.492964499996,2086.66920675,1348.327399499999
856,13541-1642707787,1.576047,4.44047,9.610018,10.714742,99,100,82,83,17,25,16,20,505.7239535000001,7302.080397999993,2386.1789722500007,2181.2164777499997
857,106219-1642704902,1.596997,4.00042,9.786035,13.684802,97,93,60,83,3,26,12,13,505.6536200000001,7828.872202749998,2398.88787225,1542.4942987500012
858,38147-1642695748,1.607367,3.779683,12.281481,10.974213,70,100,30,79,21,30,5,16,505.66196475000004,8120.335342,1467.97299425,2077.60214825
859,62861-1642699058,1.5823450000000001,4.46566,9.474139,9.539866,88,84,39,49,41,7,12,22,505.8848855000001,6904.714108499994,2381.9732664999983,2561.2401955
860,27434-1642694288,1.574705,5.03785,8.839334,8.648906,25,81,73,39,15,19,23,28,505.86104399999994,6238.2125832500005,2852.4971002499997,2831.766605499999
861,3919-1642706428,1.598096,3.986348,9.193594,13.385927,77,95,80,97,5,16,16,13,505.69295850000015,7599.641087749997,2557.3241720000015,1608.1893437499998
862,66862-1642699587,1.5918139999999998,8.697044,4.560652,7.380521,89,43,52,61,20,6,13,16,505.7120330000001,4470.108747000003,4226.47952975,3140.2492499999994
863,12190-1642707573,1.575762,4.237229,9.595128,10.30016,100,84,37,91,38,32,9,18,505.83362600000004,6930.911541000002,2578.3336164999996,2387.2530482499983
